status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1,18,2,2,2039.0,1,3,1,2,1,4,1,20,3,1,1,3,2,1,2,0
1,24,1,9,3161.0,1,3,4,3,1,2,2,31,1,1,1,3,2,2,2,0
1,12,2,8,902.0,1,4,4,4,1,4,2,21,3,1,1,3,2,1,2,0
1,48,2,1,10297.0,1,4,4,3,1,4,4,39,3,3,3,3,1,2,2,0
2,48,0,9,14421.0,1,3,2,3,1,2,3,25,2,2,1,3,2,2,2,0
2,18,4,0,1056.0,1,5,3,3,3,3,1,30,3,2,2,3,2,1,2,0
1,12,2,0,1274.0,1,2,3,2,1,1,1,37,1,2,1,2,2,1,2,0
2,12,2,0,1223.0,1,5,1,1,1,1,1,46,3,1,2,3,2,1,2,0
1,12,2,0,1372.0,1,4,2,1,1,3,3,36,3,2,1,3,2,1,2,0
1,16,4,0,2625.0,1,5,2,3,3,4,2,43,3,1,1,3,2,2,1,0
1,20,4,0,2235.0,1,3,4,4,3,2,2,33,1,1,2,3,2,1,1,0
2,9,2,2,959.0,1,3,1,2,1,2,3,29,1,2,1,3,2,1,2,0
2,18,4,0,884.0,1,5,4,3,1,4,3,36,3,2,1,3,1,2,2,0
2,24,2,0,1246.0,1,2,4,3,1,2,1,23,1,2,1,2,2,1,2,0
2,36,3,0,8086.0,2,5,2,3,1,4,3,42,2,2,4,4,2,2,2,0
4,48,4,0,10127.0,3,3,2,3,1,2,4,44,3,3,1,3,2,1,2,0
2,12,2,0,888.0,1,5,4,3,1,4,3,41,1,2,1,2,1,1,2,0
4,12,2,6,719.0,1,5,4,3,1,4,3,41,1,2,1,2,1,1,2,0
2,36,2,0,12389.0,5,3,1,3,1,4,4,37,1,3,1,3,2,2,2,0
1,12,2,3,709.0,1,5,4,3,1,4,1,57,3,2,1,2,2,1,2,0
2,15,1,0,6850.0,2,1,1,3,1,2,2,34,2,2,1,4,1,2,2,0
4,10,2,2,2210.0,1,3,2,3,1,2,1,25,3,1,1,2,2,1,2,0
4,30,1,1,7485.0,5,1,4,2,1,1,1,53,1,2,1,4,2,2,2,0
1,18,1,0,1442.0,1,4,4,3,1,4,4,32,1,3,2,2,1,1,2,0
4,12,4,3,797.0,5,5,4,2,1,3,2,33,3,2,1,2,1,1,2,0
2,45,4,3,4746.0,1,2,4,3,1,2,2,24,1,2,2,2,2,1,2,0
3,12,4,0,939.0,3,4,4,4,1,2,1,28,3,2,3,3,2,2,2,0
2,21,2,9,1188.0,1,5,2,2,1,4,2,39,3,2,1,3,1,1,2,0
4,48,4,1,11590.0,2,3,2,2,1,4,3,24,3,1,2,2,2,1,2,0
3,12,1,9,609.0,1,2,4,2,1,1,1,26,1,2,1,1,2,1,2,0
1,18,4,5,1190.0,1,1,2,2,1,4,4,55,3,3,3,1,1,1,2,0
2,21,2,9,2767.0,2,5,4,1,1,2,3,61,3,1,2,2,2,1,2,0
2,30,2,2,3441.0,2,3,2,2,2,4,3,21,1,1,1,3,2,1,2,0
2,30,0,9,4280.0,2,3,4,2,1,4,3,26,3,1,2,2,2,1,2,0
2,24,2,3,3092.0,2,2,3,4,1,2,3,22,3,1,1,3,2,2,2,0
4,18,2,0,6761.0,5,3,2,3,1,4,3,68,2,1,2,3,2,1,2,0
2,12,2,3,1331.0,1,2,2,3,1,1,3,22,3,2,1,3,2,1,2,0
2,54,0,9,15945.0,1,2,3,3,1,4,4,58,3,1,1,3,2,2,2,0
1,24,2,2,3234.0,1,2,4,2,1,4,1,23,3,1,1,2,2,2,2,0
2,15,2,3,802.0,1,5,4,3,1,3,3,37,3,2,1,3,1,1,2,0
2,48,2,2,9960.0,1,2,1,2,1,2,3,26,1,2,1,3,2,2,2,0
4,24,3,9,8648.0,1,2,2,3,1,2,3,27,1,2,2,3,2,2,2,0
1,18,2,3,1345.0,1,3,4,4,1,3,1,26,3,2,1,3,2,1,2,0
1,45,2,3,1845.0,1,3,4,3,1,4,4,23,3,3,1,3,2,2,2,0
1,21,1,0,1647.0,5,3,4,3,1,2,2,40,1,2,2,2,1,1,2,0
4,48,2,9,4844.0,1,1,3,3,1,2,3,33,3,1,1,4,2,2,2,0
2,27,0,9,8318.0,1,5,2,2,1,4,4,42,2,3,2,4,2,2,2,0
3,18,2,3,2100.0,1,3,4,3,2,2,1,37,3,2,1,3,2,1,2,0
1,45,0,9,11816.0,1,5,2,3,1,4,3,29,3,1,2,3,2,1,2,0
1,6,2,6,448.0,1,2,4,2,1,4,2,23,3,2,1,3,2,1,2,0
1,30,2,5,11998.0,1,2,1,1,1,1,4,34,1,2,1,2,2,2,2,0
2,48,0,10,18424.0,1,3,1,2,1,2,2,32,1,2,1,4,2,2,1,0
1,6,2,0,14896.0,1,5,1,3,1,4,4,68,1,2,1,4,2,2,2,0
2,12,2,2,2762.0,5,5,1,2,1,2,2,25,3,2,1,3,2,2,2,0
1,12,2,1,3386.0,1,5,3,3,1,4,4,35,3,3,1,3,2,2,2,0
2,24,2,3,2039.0,1,2,1,4,1,1,2,22,3,2,1,3,2,2,2,0
4,18,3,9,2169.0,1,3,4,4,1,2,3,28,3,2,1,3,2,2,2,0
2,48,4,2,5096.0,1,3,2,2,1,3,3,30,3,2,1,4,2,2,2,0
1,18,2,3,1882.0,1,3,4,2,1,4,3,25,1,1,2,3,2,1,2,0
1,48,2,3,6999.0,1,4,1,4,3,1,1,34,3,2,2,3,2,2,2,0
4,12,4,9,2292.0,1,1,4,3,1,2,3,42,2,2,2,4,2,2,2,0
1,14,2,0,8978.0,1,5,1,1,1,4,2,45,3,2,1,4,2,2,1,0
1,12,2,3,674.0,2,4,4,4,1,1,2,20,3,2,1,3,2,1,2,0
1,18,2,0,976.0,1,2,1,2,1,2,3,23,3,2,1,2,2,1,2,0
2,24,2,0,2718.0,1,3,3,2,1,4,2,20,3,1,1,2,2,2,2,0
1,18,2,6,750.0,1,1,4,2,1,1,1,27,3,2,1,1,2,1,2,0
2,24,2,1,12579.0,1,5,4,2,1,2,4,44,3,3,1,4,2,2,2,0
1,18,2,1,7511.0,5,5,1,3,1,4,2,51,3,3,1,3,1,2,2,0
1,18,4,0,3966.0,1,5,1,2,1,4,1,33,1,1,3,3,2,2,2,0
1,12,0,3,6199.0,1,3,4,3,1,2,2,28,3,1,2,3,2,2,2,0
1,24,2,3,1987.0,1,3,2,3,1,4,1,21,3,1,1,2,1,1,2,0
1,24,2,0,2303.0,1,5,4,3,2,1,1,45,3,2,1,3,2,1,2,0
4,21,4,0,12680.0,5,5,4,3,1,4,4,30,3,3,1,4,2,2,2,0
2,12,2,3,6468.0,5,1,2,3,1,1,4,52,3,2,1,4,2,2,2,0
1,30,2,2,6350.0,5,5,4,3,1,4,2,31,3,2,1,3,2,1,2,0
2,35,1,5,11032.8,1,4,3,3,2,3,2,35,2,1,2,3,2,1,1,0
2,45,1,7,8715.6,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
1,31,1,5,13004.4,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
1,22,1,4,14697.6,1,5,1,1,2,4,2,42,3,2,1,4,2,2,1,0
2,41,1,6,12142.8,1,3,3,4,2,2,2,33,1,1,2,3,2,1,1,0
1,17,2,1,7840.799999999999,1,5,2,2,2,4,2,43,3,2,1,4,2,2,1,0
1,27,2,2,8077.2,1,4,3,3,3,3,2,39,2,1,1,3,2,2,1,0
1,16,3,1,5223.599999999999,1,5,3,2,2,4,2,44,3,1,1,3,2,2,1,0
1,24,2,3,12274.8,1,5,2,2,2,4,2,41,3,1,1,3,2,2,1,0
1,24,2,2,6550.8,1,4,3,3,3,3,2,39,2,1,2,3,2,1,1,0
1,24,1,3,7962.0,1,3,3,3,2,2,2,39,1,2,2,4,2,1,1,0
1,24,3,1,5320.8,1,4,3,3,3,3,2,39,2,1,2,3,2,1,1,0
1,18,2,1,6373.2,1,5,3,2,2,4,2,43,3,1,1,3,2,2,1,0
1,34,2,4,9002.4,1,3,3,4,2,2,2,35,1,1,2,3,2,1,1,0
1,20,2,1,5000.4,1,4,3,3,2,3,2,41,2,1,2,3,2,1,1,0
1,21,3,1,5053.2,1,4,3,3,3,3,2,41,2,1,2,3,2,1,1,0
1,20,3,1,5169.599999999999,1,4,3,3,3,3,2,41,2,1,2,3,2,1,1,0
2,39,1,6,14786.4,1,4,2,3,2,3,2,35,2,1,1,3,2,2,1,0
1,19,0,4,16892.399999999998,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
1,27,1,4,9680.4,1,3,3,3,2,2,2,38,1,2,2,4,2,1,1,0
1,27,3,1,4707.599999999999,1,5,4,4,3,4,2,38,3,1,1,3,2,2,1,0
2,44,0,9,19078.8,1,3,2,3,2,2,2,33,1,2,1,4,2,2,1,0
1,25,3,1,3632.4,1,3,4,4,3,2,2,37,1,1,2,3,2,1,1,0
1,16,3,0,4560.0,1,5,3,2,3,4,2,44,3,1,1,3,2,2,1,0
1,22,2,2,9912.0,1,5,2,2,2,4,2,41,3,1,1,3,2,2,1,0
1,28,1,4,8775.6,1,3,3,3,2,2,2,37,1,1,2,3,2,1,1,0
1,15,1,1,12565.199999999999,1,5,1,1,1,4,2,45,3,2,1,4,2,2,1,0
1,16,2,1,7323.599999999999,1,5,2,2,2,4,2,44,3,1,1,3,2,2,1,0
1,18,2,2,8604.0,1,5,2,2,2,4,2,43,3,2,1,4,2,2,1,0
1,31,1,4,9856.8,1,4,3,3,2,3,2,37,2,1,2,3,2,1,1,0
1,20,1,3,13836.0,1,5,1,1,2,4,2,43,3,2,1,4,2,2,1,0
2,47,0,10,20178.0,1,3,2,3,1,2,2,32,1,2,1,4,2,2,1,0
1,20,0,5,18920.399999999998,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
2,34,0,7,15142.8,1,3,2,2,1,2,2,36,1,2,1,4,2,2,1,0
1,21,1,3,10786.8,1,4,2,2,2,3,2,42,2,2,1,4,2,2,1,0
2,47,0,10,21249.6,1,3,1,2,1,2,2,32,1,2,1,4,2,2,1,0
1,26,2,2,5629.2,1,4,3,4,3,3,2,38,2,1,2,3,2,1,1,0
2,44,0,9,18384.0,1,3,2,3,2,2,2,33,1,2,1,4,2,2,1,0
1,35,1,5,10556.4,1,3,3,3,2,2,2,35,1,1,2,3,2,1,1,0
1,21,2,1,4076.3999999999996,1,3,4,4,3,2,2,39,1,1,2,3,2,1,1,0
1,31,2,3,7227.599999999999,1,4,3,4,3,3,2,36,2,1,2,3,2,1,1,0
1,18,2,1,5521.2,1,4,3,3,2,3,2,42,2,2,2,4,2,1,1,0
2,37,0,8,18244.8,1,4,1,2,1,3,2,36,2,2,1,4,2,2,1,0
2,27,0,6,17193.6,1,4,1,1,1,3,2,40,2,2,1,4,2,2,1,0
2,37,2,5,13644.0,1,4,2,3,3,3,2,35,2,1,1,3,2,2,1,0
2,33,0,9,21021.6,1,4,1,1,1,3,2,38,2,2,1,4,2,2,1,0
1,15,2,1,7033.2,1,5,2,1,2,4,2,45,3,2,1,4,2,2,1,0
1,32,2,3,10627.199999999999,1,5,3,3,3,4,2,37,3,1,1,3,2,2,1,0
2,30,0,7,18708.0,1,4,1,1,1,3,2,39,2,2,1,4,2,2,1,0
1,26,3,2,4210.8,1,3,4,4,3,2,2,37,1,1,2,3,2,1,1,0
1,22,0,5,14834.4,1,4,1,1,1,3,2,41,2,2,1,4,2,2,1,0
1,15,3,0,3009.6,1,5,4,3,3,4,2,44,3,1,2,3,2,1,1,0
1,17,3,0,2887.2,1,4,4,4,3,3,2,42,2,1,2,3,2,1,1,0
1,42,3,4,4430.4,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
1,36,2,4,6002.4,1,3,4,4,3,2,2,34,1,1,2,3,2,1,1,0
1,21,1,3,11689.199999999999,1,5,2,2,2,4,2,42,3,2,1,4,2,2,1,0
1,28,3,1,5624.4,1,5,3,4,3,4,2,38,3,1,1,3,2,2,1,0
2,34,0,7,18526.8,1,4,1,2,1,3,2,37,2,2,1,4,2,2,1,0
2,36,0,8,18232.8,1,3,1,2,1,2,2,36,1,2,1,4,2,2,1,0
2,47,0,10,20907.6,1,3,2,3,1,2,2,32,1,2,1,4,2,2,1,0
2,32,0,6,17070.0,1,4,1,2,1,3,2,38,2,2,1,4,2,2,1,0
1,18,3,1,4659.599999999999,1,5,3,3,3,4,2,43,3,1,1,3,2,2,1,0
1,15,2,1,8091.599999999999,1,5,2,1,2,4,2,44,3,2,1,4,2,2,1,0
1,21,0,4,16380.0,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
1,24,2,2,10011.6,1,5,2,2,3,4,2,41,3,1,1,3,2,2,1,0
1,22,2,2,7489.2,1,4,3,3,2,3,2,40,2,1,2,3,2,1,1,0
1,25,1,3,14138.4,1,5,2,2,2,4,2,41,3,1,1,3,2,2,1,0
1,22,3,1,4653.599999999999,1,5,3,3,3,4,2,40,3,1,1,3,2,2,1,0
1,30,1,4,10464.0,1,4,3,3,2,3,2,37,2,1,1,3,2,2,1,0
1,31,2,3,7131.599999999999,1,3,3,4,2,2,2,36,1,1,2,3,2,1,1,0
1,21,0,4,16308.0,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
1,29,2,3,6970.8,1,3,3,4,2,2,2,36,1,1,2,3,2,1,1,0
2,48,0,10,21183.6,1,3,2,3,2,2,2,32,1,2,1,4,2,2,1,0
1,14,3,0,3226.7999999999997,1,5,3,2,2,4,2,45,3,1,2,3,2,1,1,0
2,42,0,8,13737.6,1,3,3,4,1,2,2,33,1,2,2,4,2,1,1,0
2,34,0,7,18036.0,1,4,1,2,1,3,2,37,2,2,1,4,2,2,1,0
1,33,3,2,2833.2,1,3,4,4,3,2,2,33,1,1,2,3,2,1,1,0
1,20,3,1,4922.4,1,4,3,3,3,3,2,41,2,1,2,3,2,1,1,0
2,42,0,8,18230.399999999998,1,4,2,2,2,3,2,34,2,2,1,4,2,2,1,0
2,40,0,8,15106.8,1,3,2,3,1,2,2,34,1,2,2,4,2,1,1,0
2,35,0,7,16825.2,1,4,2,2,2,3,2,36,2,2,1,4,2,2,1,0
2,23,0,7,21298.8,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
1,26,3,1,2914.7999999999997,1,3,4,4,3,2,2,36,1,1,2,3,2,1,1,0
1,39,2,4,8910.0,1,4,3,4,3,3,2,34,2,1,1,3,2,2,1,0
1,18,3,1,6235.2,1,5,3,2,3,4,2,43,3,1,1,3,2,2,1,0
1,21,2,2,7798.799999999999,1,5,3,2,2,4,2,41,3,1,1,3,2,2,1,0
2,38,0,8,18400.8,1,3,1,2,1,2,2,35,1,2,1,4,2,2,1,0
2,41,0,9,20198.399999999998,1,4,1,2,1,3,2,35,2,2,1,4,2,2,1,0
1,23,3,1,5083.2,1,4,3,3,3,3,2,40,2,1,2,3,2,1,1,0
1,20,3,1,3920.3999999999996,1,4,4,4,3,3,2,40,2,1,2,3,2,1,1,0
1,17,2,1,5634.0,1,4,3,2,2,3,2,43,2,1,2,3,2,1,1,0
2,46,0,9,19315.2,1,3,2,3,1,2,2,33,1,2,1,4,2,2,1,0
1,25,2,3,9722.4,1,4,2,3,2,3,2,40,2,1,1,3,2,2,1,0
2,35,0,8,20533.2,1,5,1,1,1,4,2,38,3,2,1,4,2,2,1,0
2,44,0,9,16652.399999999998,1,3,2,3,2,2,2,33,1,2,1,4,2,2,1,0
2,39,0,8,17775.6,1,4,2,2,2,3,2,35,2,2,1,4,2,2,1,0
2,34,0,9,21931.2,1,4,1,1,1,3,2,39,2,2,1,4,2,2,1,0
2,39,2,5,8272.8,1,3,4,4,3,2,2,33,1,1,2,3,2,1,1,0
1,21,1,2,7100.4,1,4,3,3,2,3,2,40,2,2,2,4,2,1,1,0
1,24,2,2,6594.0,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
1,16,0,3,16867.2,1,5,1,1,1,4,2,45,3,2,1,4,2,2,1,0
1,20,2,2,8827.199999999999,1,5,2,2,2,4,2,42,3,1,1,3,2,2,1,0
2,25,0,6,16954.8,1,4,1,1,1,3,2,41,2,2,1,4,2,2,1,0
1,20,0,4,15633.599999999999,1,4,1,1,1,3,2,43,2,2,1,4,2,2,1,0
2,38,0,8,19224.0,1,4,1,2,1,3,2,35,2,2,1,4,2,2,1,0
2,43,0,9,19752.0,1,4,1,2,2,3,2,34,2,2,1,4,2,2,1,0
1,20,3,1,8088.0,1,5,2,2,3,4,2,43,3,1,1,3,2,2,1,0
1,35,2,4,7467.599999999999,1,3,3,4,3,2,2,35,1,1,2,3,2,1,1,0
2,46,1,8,13899.6,1,3,3,4,2,2,2,32,1,1,2,3,2,1,1,0
1,21,1,3,13645.199999999999,1,5,1,1,2,4,2,43,3,2,1,4,2,2,1,0
1,23,2,2,6126.0,1,3,3,3,2,2,2,39,1,1,2,3,2,1,1,0
1,21,3,1,6559.2,1,5,3,3,3,4,2,42,3,1,1,3,2,2,1,0
1,25,1,4,13539.6,1,5,2,2,2,4,2,41,3,2,1,4,2,2,1,0
2,38,0,7,13606.8,1,3,2,3,2,2,2,34,1,2,2,4,2,1,1,0
1,17,3,0,2772.0,1,4,4,4,3,3,2,41,2,1,2,3,2,1,1,0
2,34,0,7,18596.399999999998,1,4,1,2,1,3,2,37,2,2,1,4,2,2,1,0
1,14,3,0,3741.6,1,5,3,1,3,4,2,45,3,1,1,3,2,2,1,0
2,40,0,8,17325.6,1,4,2,2,2,3,2,34,2,2,1,4,2,2,1,0
1,16,3,0,4602.0,1,5,3,3,3,4,2,44,3,1,1,3,2,2,1,0
1,22,1,3,10924.8,1,5,2,2,2,4,2,42,3,2,1,4,2,2,1,0
1,35,2,4,9326.4,1,4,3,3,3,3,2,35,2,1,1,3,2,2,1,0
1,15,2,0,5859.599999999999,1,5,2,2,2,4,2,44,3,1,1,3,2,2,1,0
1,26,1,4,12620.4,1,5,2,2,2,4,2,40,3,1,1,3,2,2,1,0
2,41,0,8,19798.8,1,4,1,2,1,3,2,35,2,2,1,4,2,2,1,0
1,16,1,1,8706.0,1,5,2,1,2,4,2,44,3,2,1,4,2,2,1,0
1,24,2,3,12098.4,1,5,2,2,2,4,2,41,3,1,1,3,2,2,1,0
1,15,1,1,8731.199999999999,1,5,2,1,2,4,2,45,3,2,1,4,2,2,1,0
1,23,2,2,8064.0,1,4,3,3,2,3,2,40,2,1,1,3,2,2,1,0
1,24,2,2,7300.8,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
1,24,0,5,16759.2,1,5,1,1,1,4,2,41,3,2,1,4,2,2,1,0
1,24,3,2,6060.0,1,4,3,3,3,3,2,39,2,1,2,3,2,1,1,0
1,26,3,2,4560.0,1,4,4,4,3,3,2,37,2,1,2,3,2,1,1,0
2,32,1,5,15651.599999999999,1,4,2,2,2,3,2,38,2,2,1,4,2,2,1,0
1,18,3,1,3646.7999999999997,1,4,4,3,3,3,2,42,2,1,2,3,2,1,1,0
1,14,2,0,4780.8,1,5,3,2,2,4,2,45,3,2,2,4,2,1,1,0
2,44,0,8,14716.8,1,3,3,3,2,2,2,33,1,2,2,4,2,1,1,0
2,34,0,8,19558.8,1,4,1,1,1,3,2,37,2,2,1,4,2,2,1,0
1,20,1,2,8371.199999999999,1,4,2,2,2,3,2,41,2,2,2,4,2,1,1,0
2,36,0,7,12769.199999999999,1,3,3,3,1,2,2,35,1,2,2,4,2,1,1,0
2,38,0,8,17649.6,1,4,2,2,1,3,2,35,2,2,1,4,2,2,1,0
2,32,0,7,19725.6,1,5,1,1,1,4,2,39,3,2,1,4,2,2,1,0
2,30,0,5,15418.8,1,4,2,2,2,3,2,39,2,2,1,4,2,2,1,0
2,31,0,6,14697.6,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
2,43,1,7,17049.6,1,4,2,3,2,3,2,34,2,1,1,3,2,2,1,0
1,20,2,2,10326.0,1,5,2,2,2,4,2,43,3,1,1,3,2,2,1,0
2,42,0,9,18314.399999999998,1,3,2,3,1,2,2,33,1,2,2,4,2,1,1,0
1,21,3,1,3807.6,1,4,4,4,3,3,2,40,2,1,2,3,2,1,1,0
1,16,2,1,10336.8,1,5,1,1,2,4,2,45,3,2,1,4,2,2,1,0
1,25,0,5,17502.0,1,5,1,1,1,4,2,42,3,2,1,4,2,2,1,0
1,21,2,2,10849.199999999999,1,5,2,2,2,4,2,42,3,1,1,3,2,2,1,0
2,31,0,7,20079.6,1,5,1,1,1,4,2,40,3,2,1,4,2,2,1,0
2,47,0,10,21801.6,1,3,1,2,1,2,2,32,1,2,1,4,2,2,1,0
1,18,3,0,2745.6,1,4,4,4,3,3,2,41,2,1,2,3,2,1,1,0
2,39,1,6,8888.4,1,3,3,4,2,2,2,33,1,1,2,3,2,1,1,0
1,19,1,2,5803.2,1,3,3,3,2,2,2,41,1,2,2,4,2,1,1,0
2,33,1,5,11752.8,1,3,3,3,2,2,2,36,1,2,2,4,2,1,1,0
1,25,1,3,11368.8,1,4,2,2,2,3,2,40,2,1,1,3,2,2,1,0
1,25,1,3,10614.0,1,4,2,2,2,3,2,39,2,1,1,3,2,2,1,0
2,37,0,6,13740.0,1,3,2,3,2,2,2,35,1,2,1,4,2,2,1,0
1,20,1,3,12046.8,1,5,2,2,2,4,2,42,3,2,1,4,2,2,1,0
1,21,1,3,13729.199999999999,1,5,1,1,2,4,2,42,3,2,1,4,2,2,1,0
2,42,0,10,21742.8,1,3,1,1,1,2,2,35,1,2,1,4,2,2,1,0
1,18,2,1,5107.2,1,4,3,3,2,3,2,42,2,1,2,3,2,1,1,0
1,23,2,2,4652.4,1,3,4,4,3,2,2,38,1,1,2,3,2,1,1,0
1,36,1,5,10831.199999999999,1,4,3,3,2,3,2,35,2,1,1,3,2,2,1,0
1,15,3,0,2754.0,1,5,4,4,3,4,2,44,3,1,2,3,2,1,1,0
2,47,0,10,21056.399999999998,1,3,1,3,2,2,2,32,1,2,1,4,2,2,1,0
1,24,2,2,8572.8,1,4,3,3,2,3,2,40,2,1,1,3,2,2,1,0
2,41,0,8,19884.0,1,4,1,2,2,3,2,35,2,2,1,4,2,2,1,0
1,19,0,3,16071.599999999999,1,5,1,1,1,4,2,44,3,2,1,4,2,2,1,0
2,38,1,5,8214.0,1,3,4,4,3,2,2,33,1,1,2,3,2,1,1,0
1,21,2,2,13221.6,1,5,1,1,2,4,2,43,3,1,1,3,2,2,1,0
2,45,0,9,15722.4,1,3,3,4,2,2,2,33,1,2,2,4,2,1,1,0
1,32,2,4,10263.6,1,4,3,3,2,3,2,36,2,1,1,3,2,2,1,0
1,21,2,2,8439.6,1,4,2,2,2,3,2,41,2,1,1,3,2,2,1,0
1,21,2,2,7923.599999999999,1,4,3,2,2,3,2,41,2,1,2,3,2,1,1,0
1,24,1,3,8433.6,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
1,23,1,3,8502.0,1,4,3,3,2,3,2,40,2,2,2,4,2,1,1,0
2,42,0,9,19138.8,1,3,1,2,1,2,2,34,1,2,1,4,2,2,1,0
1,15,2,1,7534.799999999999,1,5,2,1,2,4,2,45,3,2,1,4,2,2,1,0
1,29,3,2,4167.599999999999,1,4,4,4,3,3,2,36,2,1,2,3,2,1,1,0
1,21,0,4,16904.399999999998,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
2,35,0,7,17059.2,1,4,2,2,2,3,2,37,2,2,1,4,2,2,1,0
1,22,3,1,4717.2,1,4,3,3,3,3,2,40,2,1,2,3,2,1,1,0
1,29,1,5,14235.6,1,4,2,2,2,3,2,38,2,2,1,4,2,2,1,0
1,34,1,5,9180.0,1,3,3,4,2,2,2,35,1,1,2,3,2,1,1,0
1,22,2,2,4952.4,1,3,3,3,2,2,2,39,1,1,2,3,2,1,1,0
1,19,2,2,10082.4,1,5,2,2,2,4,2,43,3,2,1,4,2,2,1,0
1,18,3,1,4438.8,1,4,3,3,3,3,2,42,2,1,2,3,2,1,1,0
2,47,0,9,18505.2,1,4,2,3,2,3,2,32,2,1,1,3,2,2,1,0
1,26,1,4,12354.0,1,4,2,2,2,3,2,40,2,1,1,3,2,2,1,0
1,23,0,4,13292.4,1,4,2,2,1,3,2,41,2,2,1,4,2,2,1,0
2,47,1,8,13143.6,1,3,3,4,3,2,2,32,1,1,1,3,2,2,1,0
1,20,2,2,10346.4,1,5,2,2,2,4,2,43,3,1,1,3,2,2,1,0
1,31,2,3,11124.0,1,5,2,3,3,4,2,38,3,1,1,3,2,2,1,0
1,26,1,4,10064.4,1,3,3,3,2,2,2,38,1,2,2,4,2,1,1,0
2,48,0,10,21303.6,1,3,1,3,1,2,2,32,1,2,1,4,2,2,1,0
1,25,1,3,9367.199999999999,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
1,18,3,1,5272.8,1,5,3,3,3,4,2,42,3,1,2,3,2,1,1,0
1,25,3,1,4292.4,1,4,4,4,3,3,2,38,2,1,2,3,2,1,1,0
1,23,2,2,7137.599999999999,1,4,3,3,2,3,2,40,2,1,2,3,2,1,1,0
1,19,1,3,9182.4,1,4,2,2,1,3,2,42,2,2,2,4,2,1,1,0
2,36,0,8,19813.2,1,4,1,2,1,3,2,36,2,2,1,4,2,2,1,0
1,29,2,2,3848.3999999999996,1,3,4,4,3,2,2,35,1,1,2,3,2,1,1,0
1,15,3,0,4543.2,1,5,3,2,2,4,2,45,3,1,1,3,2,2,1,0
2,48,1,9,13480.8,1,3,4,4,3,2,2,32,1,1,2,3,2,1,1,0
2,35,0,6,11481.6,1,3,3,3,2,2,2,35,1,2,2,4,2,1,1,0
1,19,1,2,10402.8,1,5,2,2,2,4,2,43,3,2,1,4,2,2,1,0
2,46,0,9,18724.8,1,3,2,3,1,2,2,32,1,2,2,4,2,1,1,0
1,22,2,2,6828.0,1,4,3,3,3,3,2,41,2,1,1,3,2,2,1,0
1,21,1,3,11883.6,1,4,2,2,2,3,2,42,2,2,1,4,2,2,1,0
1,28,1,4,15518.4,1,5,1,2,2,4,2,40,3,2,1,4,2,2,1,0
1,25,1,3,7825.2,1,4,3,3,2,3,2,38,2,1,2,3,2,1,1,0
2,31,0,7,19851.6,1,5,1,1,1,4,2,39,3,2,1,4,2,2,1,0
1,37,3,3,3936.0,1,3,4,4,3,2,2,33,1,1,2,3,2,1,1,0
1,20,1,3,14647.199999999999,1,5,1,1,2,4,2,43,3,2,1,4,2,2,1,0
1,22,3,1,4196.4,1,4,4,4,3,3,2,40,2,1,2,3,2,1,1,0
1,27,1,3,9154.8,1,4,3,3,2,3,2,38,2,1,2,3,2,1,1,0
1,24,1,3,9816.0,1,4,2,2,2,3,2,40,2,2,2,4,2,1,1,0
1,25,2,3,7771.2,1,4,3,3,2,3,2,39,2,1,2,3,2,1,1,0
2,36,1,6,16348.8,1,4,2,2,2,3,2,36,2,2,1,4,2,2,1,0
1,18,3,0,3760.7999999999997,1,4,4,3,3,3,2,42,2,1,2,3,2,1,1,0
2,34,1,5,11775.6,1,3,3,3,2,2,2,35,1,2,2,4,2,1,1,0
2,47,0,10,21439.2,1,4,1,2,1,3,2,33,2,2,1,4,2,2,1,0
2,41,2,5,10444.8,1,4,3,4,3,3,2,33,2,1,1,3,2,2,1,0
1,25,3,1,4647.599999999999,1,4,4,4,3,3,2,39,2,1,2,3,2,1,1,0
2,44,1,8,16006.8,1,4,2,3,2,3,2,33,2,1,1,3,2,2,1,0
1,22,0,4,16218.0,1,5,1,1,1,4,2,42,3,2,1,4,2,2,1,0
1,22,1,2,7882.799999999999,1,4,3,3,2,3,2,41,2,2,2,4,2,1,1,0
2,21,0,6,20365.2,1,5,1,1,1,4,2,43,3,2,1,4,2,2,1,0
